"st_fips","state","estimate","moe","year","sex","age"
24,"Maryland",135612,4633,2019,"F","70-74"
24,"Maryland",93449,3606,2019,"F","75-79"
24,"Maryland",68842,3471,2019,"F","80-84"
24,"Maryland",74017,3077,2019,"F","85+"
24,"Maryland",6045680,NA,2019,NA,"total"
24,"Maryland",176219,1573,2021,"M","00-04"
24,"Maryland",195317,6016,2021,"M","05-09"
24,"Maryland",202613,6120,2021,"M","10-14"
24,"Maryland",121801,1818,2021,"M","15-17"
24,"Maryland",75834,2273,2021,"M","18-19"
24,"Maryland",36840,3354,2021,"M","20"
24,"Maryland",40854,3872,2021,"M","21"
24,"Maryland",114689,4533,2021,"M","22-24"
24,"Maryland",196103,2315,2021,"M","25-29"
24,"Maryland",209282,2314,2021,"M","30-34"
24,"Maryland",215731,6026,2021,"M","35-39"
24,"Maryland",192641,5936,2021,"M","40-44"
24,"Maryland",185788,2555,2021,"M","45-49"
24,"Maryland",197206,1846,2021,"M","50-54"
24,"Maryland",202347,4511,2021,"M","55-59"
24,"Maryland",83989,4536,2021,"M","60-61"
24,"Maryland",117002,4776,2021,"M","62-64"
24,"Maryland",61681,3135,2021,"M","65-66"
24,"Maryland",91352,4017,2021,"M","67-69"
24,"Maryland",125350,3801,2021,"M","70-74"
24,"Maryland",73682,3061,2021,"M","75-79"
24,"Maryland",48371,2838,2021,"M","80-84"
24,"Maryland",38399,2616,2021,"M","85+"
24,"Maryland",174431,1721,2021,"F","00-04"
24,"Maryland",179602,4700,2021,"F","05-09"
24,"Maryland",194650,4719,2021,"F","10-14"
24,"Maryland",115464,1687,2021,"F","15-17"
24,"Maryland",77311,2918,2021,"F","18-19"
24,"Maryland",35544,3759,2021,"F","20"
24,"Maryland",37217,4028,2021,"F","21"
24,"Maryland",113483,4816,2021,"F","22-24"
24,"Maryland",194426,2008,2021,"F","25-29"
24,"Maryland",216714,1715,2021,"F","30-34"
24,"Maryland",219185,6010,2021,"F","35-39"
24,"Maryland",201734,5966,2021,"F","40-44"
24,"Maryland",191940,2019,2021,"F","45-49"
24,"Maryland",211221,1997,2021,"F","50-54"
24,"Maryland",213432,6168,2021,"F","55-59"
24,"Maryland",89992,4978,2021,"F","60-61"
24,"Maryland",131144,4891,2021,"F","62-64"
24,"Maryland",74601,4034,2021,"F","65-66"
24,"Maryland",102492,4331,2021,"F","67-69"
24,"Maryland",151513,5045,2021,"F","70-74"
24,"Maryland",100195,3817,2021,"F","75-79"
24,"Maryland",65789,3440,2021,"F","80-84"
24,"Maryland",69958,3489,2021,"F","85+"
24,"Maryland",6165129,NA,2021,NA,"total"
24,"Maryland",180371,2215,2022,"M","00-04"
24,"Maryland",192144,6391,2022,"M","05-09"
24,"Maryland",198281,6087,2022,"M","10-14"
24,"Maryland",119734,2066,2022,"M","15-17"
24,"Maryland",77311,2555,2022,"M","18-19"
24,"Maryland",39064,3849,2022,"M","20"
24,"Maryland",36611,3421,2022,"M","21"
24,"Maryland",117332,4663,2022,"M","22-24"
24,"Maryland",191511,2095,2022,"M","25-29"
24,"Maryland",209818,1713,2022,"M","30-34"
24,"Maryland",208844,7139,2022,"M","35-39"
24,"Maryland",205783,7259,2022,"M","40-44"
24,"Maryland",179364,2455,2022,"M","45-49"
24,"Maryland",196977,1978,2022,"M","50-54"
24,"Maryland",194664,6454,2022,"M","55-59"
24,"Maryland",83565,4729,2022,"M","60-61"
24,"Maryland",119211,4980,2022,"M","62-64"
24,"Maryland",63688,4534,2022,"M","65-66"
24,"Maryland",92995,4832,2022,"M","67-69"
24,"Maryland",122425,5095,2022,"M","70-74"
24,"Maryland",83001,3480,2022,"M","75-79"
24,"Maryland",50048,3066,2022,"M","80-84"
24,"Maryland",41375,2934,2022,"M","85+"
24,"Maryland",168822,2353,2022,"F","00-04"
24,"Maryland",180931,5449,2022,"F","05-09"
24,"Maryland",188769,5856,2022,"F","10-14"
24,"Maryland",117679,2349,2022,"F","15-17"
24,"Maryland",74600,2717,2022,"F","18-19"
24,"Maryland",35692,4058,2022,"F","20"
24,"Maryland",31949,3651,2022,"F","21"
24,"Maryland",119154,4728,2022,"F","22-24"
24,"Maryland",191537,2118,2022,"F","25-29"
24,"Maryland",212086,1504,2022,"F","30-34"
24,"Maryland",215675,7093,2022,"F","35-39"
24,"Maryland",209910,7093,2022,"F","40-44"
24,"Maryland",187310,1847,2022,"F","45-49"
24,"Maryland",209275,1853,2022,"F","50-54"
24,"Maryland",213800,5475,2022,"F","55-59"
24,"Maryland",87804,4809,2022,"F","60-61"
24,"Maryland",126303,5208,2022,"F","62-64"
24,"Maryland",77146,4396,2022,"F","65-66"
24,"Maryland",107294,4627,2022,"F","67-69"
24,"Maryland",144619,4434,2022,"F","70-74"
24,"Maryland",112904,4074,2022,"F","75-79"
24,"Maryland",71940,3872,2022,"F","80-84"
24,"Maryland",75344,3603,2022,"F","85+"
24,"Maryland",6164660,NA,2022,NA,"total"
24,"Maryland",174706,2426,2023,"M","00-04"
24,"Maryland",192840,6643,2023,"M","05-09"
24,"Maryland",199231,6778,2023,"M","10-14"
24,"Maryland",124585,1548,2023,"M","15-17"
24,"Maryland",78194,2617,2023,"M","18-19"
24,"Maryland",37955,3847,2023,"M","20"
24,"Maryland",37273,4080,2023,"M","21"
24,"Maryland",110698,5037,2023,"M","22-24"
24,"Maryland",183553,2178,2023,"M","25-29"
24,"Maryland",208739,2220,2023,"M","30-34"
24,"Maryland",209411,6449,2023,"M","35-39"
24,"Maryland",206466,6419,2023,"M","40-44"
24,"Maryland",186230,2665,2023,"M","45-49"
24,"Maryland",190181,1854,2023,"M","50-54"
24,"Maryland",196832,4737,2023,"M","55-59"
24,"Maryland",81143,4207,2023,"M","60-61"
24,"Maryland",113884,4644,2023,"M","62-64"
24,"Maryland",68930,3332,2023,"M","65-66"
24,"Maryland",89834,3083,2023,"M","67-69"
24,"Maryland",127703,3705,2023,"M","70-74"
24,"Maryland",91503,3297,2023,"M","75-79"
24,"Maryland",50228,3040,2023,"M","80-84"
24,"Maryland",39985,2916,2023,"M","85+"
24,"Maryland",172130,2680,2023,"F","00-04"
24,"Maryland",182975,6407,2023,"F","05-09"
24,"Maryland",191632,6475,2023,"F","10-14"
24,"Maryland",120822,1843,2023,"F","15-17"
24,"Maryland",77994,3278,2023,"F","18-19"
24,"Maryland",32246,3444,2023,"F","20"
24,"Maryland",37541,3527,2023,"F","21"
24,"Maryland",111992,5415,2023,"F","22-24"
24,"Maryland",187392,2004,2023,"F","25-29"
24,"Maryland",212468,2101,2023,"F","30-34"
24,"Maryland",220486,5364,2023,"F","35-39"
24,"Maryland",214113,5589,2023,"F","40-44"
24,"Maryland",188895,1772,2023,"F","45-49"
24,"Maryland",202905,1951,2023,"F","50-54"
24,"Maryland",208469,7086,2023,"F","55-59"
24,"Maryland",86847,4491,2023,"F","60-61"
24,"Maryland",132787,5844,2023,"F","62-64"
24,"Maryland",75406,3673,2023,"F","65-66"
24,"Maryland",106754,4370,2023,"F","67-69"
24,"Maryland",157449,4299,2023,"F","70-74"
24,"Maryland",114537,4152,2023,"F","75-79"
24,"Maryland",74989,3609,2023,"F","80-84"
24,"Maryland",69320,4266,2023,"F","85+"
24,"Maryland",6180253,NA,2023,NA,"total"
25,"Massachusetts",186659,1149,2010,"M","00-04"
25,"Massachusetts",198952,5514,2010,"M","05-09"
25,"Massachusetts",205335,5381,2010,"M","10-14"
25,"Massachusetts",132534,1309,2010,"M","15-17"
25,"Massachusetts",101246,1779,2010,"M","18-19"
25,"Massachusetts",51163,4358,2010,"M","20"
25,"Massachusetts",48671,3661,2010,"M","21"
25,"Massachusetts",138387,5492,2010,"M","22-24"
25,"Massachusetts",218733,1583,2010,"M","25-29"
25,"Massachusetts",198344,1427,2010,"M","30-34"
25,"Massachusetts",202528,6019,2010,"M","35-39"
25,"Massachusetts",229957,5880,2010,"M","40-44"
25,"Massachusetts",251810,1562,2010,"M","45-49"
25,"Massachusetts",241297,1482,2010,"M","50-54"
25,"Massachusetts",202564,5096,2010,"M","55-59"
25,"Massachusetts",76248,3861,2010,"M","60-61"
25,"Massachusetts",107404,4363,2010,"M","62-64"
25,"Massachusetts",51735,2944,2010,"M","65-66"
25,"Massachusetts",70521,3082,2010,"M","67-69"
25,"Massachusetts",87450,3256,2010,"M","70-74"
25,"Massachusetts",70383,3227,2010,"M","75-79"
25,"Massachusetts",56577,3061,2010,"M","80-84"
25,"Massachusetts",41669,2421,2010,"M","85+"
25,"Massachusetts",179676,1035,2010,"F","00-04"
25,"Massachusetts",193722,6540,2010,"F","05-09"
25,"Massachusetts",193921,6434,2010,"F","10-14"
25,"Massachusetts",126322,1301,2010,"F","15-17"
25,"Massachusetts",101955,1691,2010,"F","18-19"
25,"Massachusetts",52314,3947,2010,"F","20"
25,"Massachusetts",52456,4563,2010,"F","21"
25,"Massachusetts",135043,5352,2010,"F","22-24"
25,"Massachusetts",222321,1358,2010,"F","25-29"
25,"Massachusetts",205150,1201,2010,"F","30-34"
25,"Massachusetts",210052,5682,2010,"F","35-39"
25,"Massachusetts",245796,5413,2010,"F","40-44"
25,"Massachusetts",262436,1492,2010,"F","45-49"
25,"Massachusetts",255620,1076,2010,"F","50-54"
25,"Massachusetts",218623,4525,2010,"F","55-59"
25,"Massachusetts",85999,3702,2010,"F","60-61"
25,"Massachusetts",117900,3827,2010,"F","62-64"
25,"Massachusetts",57548,2857,2010,"F","65-66"
25,"Massachusetts",81814,3559,2010,"F","67-69"
25,"Massachusetts",109705,3807,2010,"F","70-74"
25,"Massachusetts",93317,3515,2010,"F","75-79"
25,"Massachusetts",83004,3822,2010,"F","80-84"
25,"Massachusetts",102393,3733,2010,"F","85+"
25,"Massachusetts",6557254,NA,2010,NA,"total"
25,"Massachusetts",185610,847,2011,"M","00-04"
25,"Massachusetts",191840,5590,2011,"M","05-09"
25,"Massachusetts",208654,5596,2011,"M","10-14"
25,"Massachusetts",131753,1429,2011,"M","15-17"
25,"Massachusetts",101609,1546,2011,"M","18-19"
25,"Massachusetts",55056,3827,2011,"M","20"
25,"Massachusetts",50980,3147,2011,"M","21"
25,"Massachusetts",131551,4640,2011,"M","22-24"
25,"Massachusetts",221953,1429,2011,"M","25-29"
25,"Massachusetts",203226,1697,2011,"M","30-34"
25,"Massachusetts",193131,5556,2011,"M","35-39"
25,"Massachusetts",229147,5826,2011,"M","40-44"
25,"Massachusetts",248678,1528,2011,"M","45-49"
25,"Massachusetts",246570,1394,2011,"M","50-54"
25,"Massachusetts",223405,4555,2011,"M","55-59"
25,"Massachusetts",74247,3932,2011,"M","60-61"
25,"Massachusetts",103679,4058,2011,"M","62-64"
25,"Massachusetts",53579,3311,2011,"M","65-66"
25,"Massachusetts",74653,3651,2011,"M","67-69"
25,"Massachusetts",89946,3503,2011,"M","70-74"
25,"Massachusetts",68954,2790,2011,"M","75-79"
25,"Massachusetts",52051,2630,2011,"M","80-84"
25,"Massachusetts",47522,2074,2011,"M","85+"
25,"Massachusetts",176947,803,2011,"F","00-04"
25,"Massachusetts",188457,5234,2011,"F","05-09"
25,"Massachusetts",195782,5335,2011,"F","10-14"
25,"Massachusetts",126064,1285,2011,"F","15-17"
25,"Massachusetts",103169,2050,2011,"F","18-19"
25,"Massachusetts",60030,3374,2011,"F","20"
25,"Massachusetts",53051,3892,2011,"F","21"
25,"Massachusetts",124935,4472,2011,"F","22-24"
25,"Massachusetts",227788,1179,2011,"F","25-29"
25,"Massachusetts",210352,1050,2011,"F","30-34"
25,"Massachusetts",207372,4995,2011,"F","35-39"
25,"Massachusetts",237438,4975,2011,"F","40-44"
25,"Massachusetts",258474,1017,2011,"F","45-49"
25,"Massachusetts",258006,884,2011,"F","50-54"
25,"Massachusetts",232123,5327,2011,"F","55-59"
25,"Massachusetts",82642,4255,2011,"F","60-61"
25,"Massachusetts",121908,4200,2011,"F","62-64"
25,"Massachusetts",59504,3515,2011,"F","65-66"
25,"Massachusetts",85007,3323,2011,"F","67-69"
25,"Massachusetts",112141,3773,2011,"F","70-74"
25,"Massachusetts",92973,3649,2011,"F","75-79"
25,"Massachusetts",83978,3579,2011,"F","80-84"
25,"Massachusetts",101601,4047,2011,"F","85+"
25,"Massachusetts",6587536,NA,2011,NA,"total"
25,"Massachusetts",186715,952,2012,"M","00-04"
25,"Massachusetts",193392,5527,2012,"M","05-09"
25,"Massachusetts",206391,5684,2012,"M","10-14"
25,"Massachusetts",129057,1054,2012,"M","15-17"
25,"Massachusetts",106346,1871,2012,"M","18-19"
25,"Massachusetts",53376,3771,2012,"M","20"
25,"Massachusetts",51891,3732,2012,"M","21"
25,"Massachusetts",132179,3943,2012,"M","22-24"
25,"Massachusetts",229530,1050,2012,"M","25-29"
25,"Massachusetts",209625,1267,2012,"M","30-34"
25,"Massachusetts",192609,5533,2012,"M","35-39"
25,"Massachusetts",225845,5180,2012,"M","40-44"
25,"Massachusetts",242773,1221,2012,"M","45-49"
25,"Massachusetts",246569,1246,2012,"M","50-54"
25,"Massachusetts",217737,4417,2012,"M","55-59"
25,"Massachusetts",80087,3738,2012,"M","60-61"
25,"Massachusetts",108722,4220,2012,"M","62-64"
25,"Massachusetts",63611,2929,2012,"M","65-66"
25,"Massachusetts",77082,3356,2012,"M","67-69"
25,"Massachusetts",95634,3635,2012,"M","70-74"
25,"Massachusetts",67390,2790,2012,"M","75-79"
25,"Massachusetts",55027,2696,2012,"M","80-84"
25,"Massachusetts",48165,2803,2012,"M","85+"
25,"Massachusetts",177144,975,2012,"F","00-04"
25,"Massachusetts",185533,5095,2012,"F","05-09"
25,"Massachusetts",198829,5111,2012,"F","10-14"
25,"Massachusetts",124194,1169,2012,"F","15-17"
25,"Massachusetts",109726,1961,2012,"F","18-19"
25,"Massachusetts",55375,3794,2012,"F","20"
25,"Massachusetts",53072,3284,2012,"F","21"
25,"Massachusetts",126315,3670,2012,"F","22-24"
25,"Massachusetts",232886,1181,2012,"F","25-29"
25,"Massachusetts",214675,750,2012,"F","30-34"
25,"Massachusetts",195508,4703,2012,"F","35-39"
25,"Massachusetts",243033,4574,2012,"F","40-44"
25,"Massachusetts",254769,1105,2012,"F","45-49"
25,"Massachusetts",258615,907,2012,"F","50-54"
25,"Massachusetts",238676,5020,2012,"F","55-59"
25,"Massachusetts",85424,3789,2012,"F","60-61"
25,"Massachusetts",118495,4475,2012,"F","62-64"
25,"Massachusetts",72496,3116,2012,"F","65-66"
25,"Massachusetts",86609,3559,2012,"F","67-69"
25,"Massachusetts",114237,3843,2012,"F","70-74"
25,"Massachusetts",89730,3953,2012,"F","75-79"
25,"Massachusetts",80000,3206,2012,"F","80-84"
25,"Massachusetts",111050,3523,2012,"F","85+"
25,"Massachusetts",6646144,NA,2012,NA,"total"
25,"Massachusetts",186831,1083,2013,"M","00-04"
25,"Massachusetts",193523,4865,2013,"M","05-09"
25,"Massachusetts",205735,4943,2013,"M","10-14"
25,"Massachusetts",128057,1080,2013,"M","15-17"
25,"Massachusetts",103246,1925,2013,"M","18-19"
25,"Massachusetts",49062,3440,2013,"M","20"
25,"Massachusetts",48916,3265,2013,"M","21"
25,"Massachusetts",143882,4321,2013,"M","22-24"
25,"Massachusetts",235102,1296,2013,"M","25-29"
25,"Massachusetts",215370,1439,2013,"M","30-34"
25,"Massachusetts",198566,6313,2013,"M","35-39"
25,"Massachusetts",215190,6256,2013,"M","40-44"
25,"Massachusetts",237191,1204,2013,"M","45-49"
25,"Massachusetts",247939,1186,2013,"M","50-54"
25,"Massachusetts",227618,4635,2013,"M","55-59"
25,"Massachusetts",79248,4625,2013,"M","60-61"
25,"Massachusetts",108089,3997,2013,"M","62-64"
25,"Massachusetts",73192,3627,2013,"M","65-66"
25,"Massachusetts",76101,3492,2013,"M","67-69"
25,"Massachusetts",99724,3290,2013,"M","70-74"
25,"Massachusetts",73563,3105,2013,"M","75-79"
25,"Massachusetts",50060,2575,2013,"M","80-84"
25,"Massachusetts",49569,2807,2013,"M","85+"
25,"Massachusetts",177094,1099,2013,"F","00-04"
25,"Massachusetts",186046,5037,2013,"F","05-09"
25,"Massachusetts",193805,5058,2013,"F","10-14"
25,"Massachusetts",121864,1110,2013,"F","15-17"
25,"Massachusetts",104704,1875,2013,"F","18-19"
25,"Massachusetts",52904,3888,2013,"F","20"
25,"Massachusetts",51377,3881,2013,"F","21"
25,"Massachusetts",140983,4700,2013,"F","22-24"
25,"Massachusetts",236722,1225,2013,"F","25-29"
25,"Massachusetts",222158,1666,2013,"F","30-34"
25,"Massachusetts",200854,5012,2013,"F","35-39"
25,"Massachusetts",229806,4868,2013,"F","40-44"
25,"Massachusetts",249409,1035,2013,"F","45-49"
25,"Massachusetts",260973,1170,2013,"F","50-54"
25,"Massachusetts",245743,5800,2013,"F","55-59"
25,"Massachusetts",84441,3806,2013,"F","60-61"
25,"Massachusetts",120279,4500,2013,"F","62-64"
25,"Massachusetts",76531,3572,2013,"F","65-66"
25,"Massachusetts",87629,3512,2013,"F","67-69"
25,"Massachusetts",125346,4032,2013,"F","70-74"
25,"Massachusetts",91662,3648,2013,"F","75-79"
25,"Massachusetts",81394,3910,2013,"F","80-84"
25,"Massachusetts",105326,3878,2013,"F","85+"
25,"Massachusetts",6692824,NA,2013,NA,"total"
25,"Massachusetts",187563,1241,2014,"M","00-04"
25,"Massachusetts",187850,5441,2014,"M","05-09"
25,"Massachusetts",206879,5410,2014,"M","10-14"
25,"Massachusetts",127596,1122,2014,"M","15-17"
25,"Massachusetts",102984,1559,2014,"M","18-19"
25,"Massachusetts",48344,3829,2014,"M","20"
25,"Massachusetts",53308,3181,2014,"M","21"
25,"Massachusetts",145625,4831,2014,"M","22-24"
25,"Massachusetts",239140,1658,2014,"M","25-29"
25,"Massachusetts",220496,1785,2014,"M","30-34"
25,"Massachusetts",195071,5269,2014,"M","35-39"
25,"Massachusetts",215203,5398,2014,"M","40-44"
25,"Massachusetts",231792,1111,2014,"M","45-49"
25,"Massachusetts",249104,1148,2014,"M","50-54"
25,"Massachusetts",231042,4514,2014,"M","55-59"
25,"Massachusetts",83682,4250,2014,"M","60-61"
25,"Massachusetts",109902,4259,2014,"M","62-64"
25,"Massachusetts",68720,3027,2014,"M","65-66"
25,"Massachusetts",83373,3483,2014,"M","67-69"
25,"Massachusetts",108720,4138,2014,"M","70-74"
25,"Massachusetts",71194,2962,2014,"M","75-79"
25,"Massachusetts",52313,2527,2014,"M","80-84"
25,"Massachusetts",49778,2273,2014,"M","85+"
25,"Massachusetts",178404,1105,2014,"F","00-04"
25,"Massachusetts",181921,5458,2014,"F","05-09"
25,"Massachusetts",197931,5436,2014,"F","10-14"
25,"Massachusetts",122541,1177,2014,"F","15-17"
25,"Massachusetts",105053,1420,2014,"F","18-19"
25,"Massachusetts",51768,3077,2014,"F","20"
25,"Massachusetts",54203,3199,2014,"F","21"
25,"Massachusetts",139087,3546,2014,"F","22-24"
25,"Massachusetts",241905,1411,2014,"F","25-29"
25,"Massachusetts",227174,1571,2014,"F","30-34"
25,"Massachusetts",203425,5720,2014,"F","35-39"
25,"Massachusetts",225656,5707,2014,"F","40-44"
25,"Massachusetts",242508,1316,2014,"F","45-49"
25,"Massachusetts",261667,917,2014,"F","50-54"
25,"Massachusetts",241114,4502,2014,"F","55-59"
25,"Massachusetts",93675,3770,2014,"F","60-61"
25,"Massachusetts",126218,4360,2014,"F","62-64"
25,"Massachusetts",77313,3437,2014,"F","65-66"
25,"Massachusetts",93919,3667,2014,"F","67-69"
25,"Massachusetts",131361,3819,2014,"F","70-74"
25,"Massachusetts",95643,3650,2014,"F","75-79"
25,"Massachusetts",81411,3206,2014,"F","80-84"
25,"Massachusetts",101832,3067,2014,"F","85+"
25,"Massachusetts",6745408,NA,2014,NA,"total"
25,"Massachusetts",187224,1200,2015,"M","00-04"
25,"Massachusetts",188483,5353,2015,"M","05-09"
25,"Massachusetts",205101,5199,2015,"M","10-14"
25,"Massachusetts",128790,1257,2015,"M","15-17"
25,"Massachusetts",102112,1509,2015,"M","18-19"
25,"Massachusetts",52873,3231,2015,"M","20"
25,"Massachusetts",50900,3418,2015,"M","21"
25,"Massachusetts",144377,4228,2015,"M","22-24"
25,"Massachusetts",241483,1227,2015,"M","25-29"
25,"Massachusetts",225695,1778,2015,"M","30-34"
25,"Massachusetts",206137,5240,2015,"M","35-39"
25,"Massachusetts",205207,4893,2015,"M","40-44"
25,"Massachusetts",227054,1429,2015,"M","45-49"
25,"Massachusetts",248220,1485,2015,"M","50-54"
25,"Massachusetts",231913,5045,2015,"M","55-59"
25,"Massachusetts",87365,3878,2015,"M","60-61"
25,"Massachusetts",115930,3982,2015,"M","62-64"
25,"Massachusetts",67476,3231,2015,"M","65-66"
25,"Massachusetts",92339,3480,2015,"M","67-69"
25,"Massachusetts",112994,3170,2015,"M","70-74"
25,"Massachusetts",72236,3244,2015,"M","75-79"
25,"Massachusetts",52518,2863,2015,"M","80-84"
25,"Massachusetts",50957,2495,2015,"M","85+"
25,"Massachusetts",178159,1151,2015,"F","00-04"
25,"Massachusetts",186118,5104,2015,"F","05-09"
25,"Massachusetts",191164,5391,2015,"F","10-14"
25,"Massachusetts",122155,999,2015,"F","15-17"
25,"Massachusetts",103848,1648,2015,"F","18-19"
25,"Massachusetts",48497,3686,2015,"F","20"
25,"Massachusetts",53380,3887,2015,"F","21"
25,"Massachusetts",144597,4281,2015,"F","22-24"
25,"Massachusetts",242102,1351,2015,"F","25-29"
25,"Massachusetts",232496,1716,2015,"F","30-34"
25,"Massachusetts",208153,5907,2015,"F","35-39"
25,"Massachusetts",219106,5855,2015,"F","40-44"
25,"Massachusetts",240737,1387,2015,"F","45-49"
25,"Massachusetts",260391,1120,2015,"F","50-54"
25,"Massachusetts",245722,5018,2015,"F","55-59"
25,"Massachusetts",94727,4052,2015,"F","60-61"
25,"Massachusetts",129980,4762,2015,"F","62-64"
25,"Massachusetts",79660,3220,2015,"F","65-66"
25,"Massachusetts",101853,3977,2015,"F","67-69"
25,"Massachusetts",135721,4426,2015,"F","70-74"
25,"Massachusetts",92753,3973,2015,"F","75-79"
25,"Massachusetts",80831,3643,2015,"F","80-84"
25,"Massachusetts",104888,4146,2015,"F","85+"
25,"Massachusetts",6794422,NA,2015,NA,"total"
25,"Massachusetts",183091,1533,2016,"M","00-04"
25,"Massachusetts",184609,5329,2016,"M","05-09"
25,"Massachusetts",209715,5255,2016,"M","10-14"
25,"Massachusetts",127128,1270,2016,"M","15-17"
25,"Massachusetts",102655,1876,2016,"M","18-19"
25,"Massachusetts",56573,4136,2016,"M","20"
25,"Massachusetts",49119,2982,2016,"M","21"
25,"Massachusetts",142314,4633,2016,"M","22-24"
25,"Massachusetts",244661,1466,2016,"M","25-29"
25,"Massachusetts",231391,1613,2016,"M","30-34"
25,"Massachusetts",198960,5436,2016,"M","35-39"
25,"Massachusetts",205162,5223,2016,"M","40-44"
25,"Massachusetts",224714,1819,2016,"M","45-49"
25,"Massachusetts",243246,1400,2016,"M","50-54"
25,"Massachusetts",229027,4568,2016,"M","55-59"
25,"Massachusetts",85850,4081,2016,"M","60-61"
25,"Massachusetts",124166,4169,2016,"M","62-64"
25,"Massachusetts",69388,3060,2016,"M","65-66"
25,"Massachusetts",95181,3926,2016,"M","67-69"
25,"Massachusetts",119368,3886,2016,"M","70-74"
25,"Massachusetts",74933,3229,2016,"M","75-79"
25,"Massachusetts",54219,2887,2016,"M","80-84"
25,"Massachusetts",50347,2540,2016,"M","85+"
25,"Massachusetts",176683,1436,2016,"F","00-04"
25,"Massachusetts",179476,4905,2016,"F","05-09"
25,"Massachusetts",194972,5111,2016,"F","10-14"
25,"Massachusetts",123273,1463,2016,"F","15-17"
25,"Massachusetts",106837,1892,2016,"F","18-19"
25,"Massachusetts",52233,3723,2016,"F","20"
25,"Massachusetts",48979,3777,2016,"F","21"
25,"Massachusetts",146607,5542,2016,"F","22-24"
25,"Massachusetts",241315,1574,2016,"F","25-29"
25,"Massachusetts",233590,1598,2016,"F","30-34"
25,"Massachusetts",210885,5314,2016,"F","35-39"
25,"Massachusetts",211706,5609,2016,"F","40-44"
25,"Massachusetts",235913,1158,2016,"F","45-49"
25,"Massachusetts",256181,1170,2016,"F","50-54"
25,"Massachusetts",252213,4732,2016,"F","55-59"
25,"Massachusetts",92685,4459,2016,"F","60-61"
25,"Massachusetts",131425,4396,2016,"F","62-64"
25,"Massachusetts",77525,2897,2016,"F","65-66"
25,"Massachusetts",108387,3632,2016,"F","67-69"
25,"Massachusetts",143073,3467,2016,"F","70-74"
25,"Massachusetts",100615,4251,2016,"F","75-79"
25,"Massachusetts",77644,3494,2016,"F","80-84"
25,"Massachusetts",103745,3039,2016,"F","85+"
25,"Massachusetts",6811779,NA,2016,NA,"total"
25,"Massachusetts",186169,1311,2017,"M","00-04"
25,"Massachusetts",184360,5521,2017,"M","05-09"
25,"Massachusetts",204579,5358,2017,"M","10-14"
25,"Massachusetts",127649,1391,2017,"M","15-17"
25,"Massachusetts",104057,2290,2017,"M","18-19"
25,"Massachusetts",48839,3437,2017,"M","20"
25,"Massachusetts",48742,3438,2017,"M","21"
25,"Massachusetts",147587,4490,2017,"M","22-24"
25,"Massachusetts",252168,1708,2017,"M","25-29"
25,"Massachusetts",234309,1958,2017,"M","30-34"
25,"Massachusetts",207408,5872,2017,"M","35-39"
25,"Massachusetts",202701,5930,2017,"M","40-44"
25,"Massachusetts",220190,1484,2017,"M","45-49"
25,"Massachusetts",237731,1345,2017,"M","50-54"
25,"Massachusetts",235164,5341,2017,"M","55-59"
25,"Massachusetts",93985,4734,2017,"M","60-61"
25,"Massachusetts",118110,4659,2017,"M","62-64"
25,"Massachusetts",72916,3498,2017,"M","65-66"
25,"Massachusetts",93879,3551,2017,"M","67-69"
25,"Massachusetts",127790,3773,2017,"M","70-74"
25,"Massachusetts",77738,3150,2017,"M","75-79"
25,"Massachusetts",53878,3611,2017,"M","80-84"
25,"Massachusetts",53321,2972,2017,"M","85+"
25,"Massachusetts",174167,1371,2017,"F","00-04"
25,"Massachusetts",179908,5299,2017,"F","05-09"
25,"Massachusetts",191870,5207,2017,"F","10-14"
25,"Massachusetts",121882,1082,2017,"F","15-17"
25,"Massachusetts",106471,2062,2017,"F","18-19"
25,"Massachusetts",53320,3571,2017,"F","20"
25,"Massachusetts",55262,3862,2017,"F","21"
25,"Massachusetts",136384,4429,2017,"F","22-24"
25,"Massachusetts",248060,1316,2017,"F","25-29"
25,"Massachusetts",237610,1307,2017,"F","30-34"
25,"Massachusetts",216009,5639,2017,"F","35-39"
25,"Massachusetts",209644,6087,2017,"F","40-44"
25,"Massachusetts",233145,1313,2017,"F","45-49"
25,"Massachusetts",251328,1360,2017,"F","50-54"
25,"Massachusetts",251295,5813,2017,"F","55-59"
25,"Massachusetts",95677,4064,2017,"F","60-61"
25,"Massachusetts",136215,4747,2017,"F","62-64"
25,"Massachusetts",79244,3882,2017,"F","65-66"
25,"Massachusetts",114665,5212,2017,"F","67-69"
25,"Massachusetts",147542,5757,2017,"F","70-74"
25,"Massachusetts",105909,4380,2017,"F","75-79"
25,"Massachusetts",76322,3771,2017,"F","80-84"
25,"Massachusetts",104620,4064,2017,"F","85+"
25,"Massachusetts",6859819,NA,2017,NA,"total"
25,"Massachusetts",182455,1164,2018,"M","00-04"
25,"Massachusetts",185390,5639,2018,"M","05-09"
25,"Massachusetts",204145,5703,2018,"M","10-14"
25,"Massachusetts",126133,1933,2018,"M","15-17"
25,"Massachusetts",103995,1642,2018,"M","18-19"
25,"Massachusetts",48367,4399,2018,"M","20"
25,"Massachusetts",55677,4002,2018,"M","21"
25,"Massachusetts",140991,4447,2018,"M","22-24"
25,"Massachusetts",256362,1983,2018,"M","25-29"
25,"Massachusetts",241072,2017,2018,"M","30-34"
25,"Massachusetts",213494,6046,2018,"M","35-39"
