"st_fips","state","estimate","moe","year","sex","age"
4,"Arizona",238758,6446,2021,"M","10-14"
4,"Arizona",148878,2002,2021,"M","15-17"
4,"Arizona",98426,2149,2021,"M","18-19"
4,"Arizona",52218,4483,2021,"M","20"
4,"Arizona",50061,4205,2021,"M","21"
4,"Arizona",149541,5183,2021,"M","22-24"
4,"Arizona",259719,2193,2021,"M","25-29"
4,"Arizona",256794,1965,2021,"M","30-34"
4,"Arizona",241186,7226,2021,"M","35-39"
4,"Arizona",227304,7209,2021,"M","40-44"
4,"Arizona",209506,2259,2021,"M","45-49"
4,"Arizona",216335,2148,2021,"M","50-54"
4,"Arizona",209309,6199,2021,"M","55-59"
4,"Arizona",90655,4485,2021,"M","60-61"
4,"Arizona",127114,5381,2021,"M","62-64"
4,"Arizona",77086,3794,2021,"M","65-66"
4,"Arizona",113451,4463,2021,"M","67-69"
4,"Arizona",177194,4661,2021,"M","70-74"
4,"Arizona",126043,4122,2021,"M","75-79"
4,"Arizona",73150,4357,2021,"M","80-84"
4,"Arizona",51514,2974,2021,"M","85+"
4,"Arizona",199056,1732,2021,"F","00-04"
4,"Arizona",214130,6407,2021,"F","05-09"
4,"Arizona",237487,6640,2021,"F","10-14"
4,"Arizona",140597,1952,2021,"F","15-17"
4,"Arizona",95097,1922,2021,"F","18-19"
4,"Arizona",43679,3344,2021,"F","20"
4,"Arizona",48255,4305,2021,"F","21"
4,"Arizona",144458,4883,2021,"F","22-24"
4,"Arizona",242978,1336,2021,"F","25-29"
4,"Arizona",241045,1702,2021,"F","30-34"
4,"Arizona",228659,7182,2021,"F","35-39"
4,"Arizona",218275,6829,2021,"F","40-44"
4,"Arizona",209408,1938,2021,"F","45-49"
4,"Arizona",215092,1746,2021,"F","50-54"
4,"Arizona",214006,5378,2021,"F","55-59"
4,"Arizona",90725,4292,2021,"F","60-61"
4,"Arizona",148202,5878,2021,"F","62-64"
4,"Arizona",87926,4457,2021,"F","65-66"
4,"Arizona",131766,5349,2021,"F","67-69"
4,"Arizona",196944,6012,2021,"F","70-74"
4,"Arizona",139023,4300,2021,"F","75-79"
4,"Arizona",83293,4046,2021,"F","80-84"
4,"Arizona",76595,3539,2021,"F","85+"
4,"Arizona",7276316,NA,2021,NA,"total"
4,"Arizona",201423,1573,2022,"M","00-04"
4,"Arizona",221769,7507,2022,"M","05-09"
4,"Arizona",238114,7221,2022,"M","10-14"
4,"Arizona",149233,1496,2022,"M","15-17"
4,"Arizona",101519,2116,2022,"M","18-19"
4,"Arizona",51011,4136,2022,"M","20"
4,"Arizona",57654,5025,2022,"M","21"
4,"Arizona",160086,5958,2022,"M","22-24"
4,"Arizona",266176,1905,2022,"M","25-29"
4,"Arizona",264266,2312,2022,"M","30-34"
4,"Arizona",240230,5881,2022,"M","35-39"
4,"Arizona",236022,6082,2022,"M","40-44"
4,"Arizona",211255,1923,2022,"M","45-49"
4,"Arizona",218535,2038,2022,"M","50-54"
4,"Arizona",206263,6328,2022,"M","55-59"
4,"Arizona",91851,5117,2022,"M","60-61"
4,"Arizona",126982,5900,2022,"M","62-64"
4,"Arizona",78699,3665,2022,"M","65-66"
4,"Arizona",112832,4544,2022,"M","67-69"
4,"Arizona",173938,4832,2022,"M","70-74"
4,"Arizona",139314,4532,2022,"M","75-79"
4,"Arizona",79878,3985,2022,"M","80-84"
4,"Arizona",51331,3172,2022,"M","85+"
4,"Arizona",191990,1672,2022,"F","00-04"
4,"Arizona",216589,6300,2022,"F","05-09"
4,"Arizona",225438,6005,2022,"F","10-14"
4,"Arizona",143047,1318,2022,"F","15-17"
4,"Arizona",93935,2227,2022,"F","18-19"
4,"Arizona",45508,4031,2022,"F","20"
4,"Arizona",52940,3827,2022,"F","21"
4,"Arizona",155285,5135,2022,"F","22-24"
4,"Arizona",241073,1725,2022,"F","25-29"
4,"Arizona",247176,2239,2022,"F","30-34"
4,"Arizona",228296,7419,2022,"F","35-39"
4,"Arizona",221922,7441,2022,"F","40-44"
4,"Arizona",207154,1603,2022,"F","45-49"
4,"Arizona",218322,1613,2022,"F","50-54"
4,"Arizona",208324,4992,2022,"F","55-59"
4,"Arizona",92117,4824,2022,"F","60-61"
4,"Arizona",145738,5252,2022,"F","62-64"
4,"Arizona",89829,4603,2022,"F","65-66"
4,"Arizona",133790,4748,2022,"F","67-69"
4,"Arizona",191990,4530,2022,"F","70-74"
4,"Arizona",157419,5011,2022,"F","75-79"
4,"Arizona",95014,4540,2022,"F","80-84"
4,"Arizona",77920,4580,2022,"F","85+"
4,"Arizona",7359197,NA,2022,NA,"total"
4,"Arizona",198924,1851,2023,"M","00-04"
4,"Arizona",225378,6806,2023,"M","05-09"
4,"Arizona",230042,6609,2023,"M","10-14"
4,"Arizona",154626,2037,2023,"M","15-17"
4,"Arizona",103737,2478,2023,"M","18-19"
4,"Arizona",51073,4594,2023,"M","20"
4,"Arizona",52042,4614,2023,"M","21"
4,"Arizona",155103,6065,2023,"M","22-24"
4,"Arizona",261367,1873,2023,"M","25-29"
4,"Arizona",271047,2047,2023,"M","30-34"
4,"Arizona",245022,8047,2023,"M","35-39"
4,"Arizona",236596,8107,2023,"M","40-44"
4,"Arizona",212790,1957,2023,"M","45-49"
4,"Arizona",218268,1947,2023,"M","50-54"
4,"Arizona",200473,5934,2023,"M","55-59"
4,"Arizona",94508,4391,2023,"M","60-61"
4,"Arizona",133900,5175,2023,"M","62-64"
4,"Arizona",85677,4224,2023,"M","65-66"
4,"Arizona",115804,4372,2023,"M","67-69"
4,"Arizona",175346,4451,2023,"M","70-74"
4,"Arizona",149214,4258,2023,"M","75-79"
4,"Arizona",83251,3866,2023,"M","80-84"
4,"Arizona",54484,3096,2023,"M","85+"
4,"Arizona",192218,1719,2023,"F","00-04"
4,"Arizona",210345,7142,2023,"F","05-09"
4,"Arizona",224464,7422,2023,"F","10-14"
4,"Arizona",144082,1632,2023,"F","15-17"
4,"Arizona",98677,2208,2023,"F","18-19"
4,"Arizona",44700,4179,2023,"F","20"
4,"Arizona",50437,3867,2023,"F","21"
4,"Arizona",145242,4945,2023,"F","22-24"
4,"Arizona",244916,1523,2023,"F","25-29"
4,"Arizona",249658,1651,2023,"F","30-34"
4,"Arizona",230080,7091,2023,"F","35-39"
4,"Arizona",230630,6931,2023,"F","40-44"
4,"Arizona",211670,1964,2023,"F","45-49"
4,"Arizona",220137,1338,2023,"F","50-54"
4,"Arizona",212038,6384,2023,"F","55-59"
4,"Arizona",97946,5095,2023,"F","60-61"
4,"Arizona",141477,5676,2023,"F","62-64"
4,"Arizona",89993,4832,2023,"F","65-66"
4,"Arizona",132285,5118,2023,"F","67-69"
4,"Arizona",209127,5318,2023,"F","70-74"
4,"Arizona",156030,4058,2023,"F","75-79"
4,"Arizona",101906,4704,2023,"F","80-84"
4,"Arizona",84614,4462,2023,"F","85+"
4,"Arizona",7431344,NA,2023,NA,"total"
5,"Arkansas",101141,2669,2010,"M","00-04"
5,"Arkansas",97620,3992,2010,"M","05-09"
5,"Arkansas",103272,3631,2010,"M","10-14"
5,"Arkansas",59500,1842,2010,"M","15-17"
5,"Arkansas",47203,3153,2010,"M","18-19"
5,"Arkansas",21392,1890,2010,"M","20"
5,"Arkansas",21695,2111,2010,"M","21"
5,"Arkansas",55937,3234,2010,"M","22-24"
5,"Arkansas",94224,2680,2010,"M","25-29"
5,"Arkansas",91874,3023,2010,"M","30-34"
5,"Arkansas",93480,4239,2010,"M","35-39"
5,"Arkansas",91157,3829,2010,"M","40-44"
5,"Arkansas",99296,1844,2010,"M","45-49"
5,"Arkansas",99781,2012,2010,"M","50-54"
5,"Arkansas",88452,3571,2010,"M","55-59"
5,"Arkansas",34071,2709,2010,"M","60-61"
5,"Arkansas",47281,2950,2010,"M","62-64"
5,"Arkansas",27185,2410,2010,"M","65-66"
5,"Arkansas",37356,2587,2010,"M","67-69"
5,"Arkansas",47016,2762,2010,"M","70-74"
5,"Arkansas",33794,1981,2010,"M","75-79"
5,"Arkansas",21629,1878,2010,"M","80-84"
5,"Arkansas",16481,1658,2010,"M","85+"
5,"Arkansas",93310,2691,2010,"F","00-04"
5,"Arkansas",98238,4396,2010,"F","05-09"
5,"Arkansas",98247,3911,2010,"F","10-14"
5,"Arkansas",59802,2345,2010,"F","15-17"
5,"Arkansas",43928,3005,2010,"F","18-19"
5,"Arkansas",23029,2821,2010,"F","20"
5,"Arkansas",23123,3216,2010,"F","21"
5,"Arkansas",54747,3667,2010,"F","22-24"
5,"Arkansas",92830,2838,2010,"F","25-29"
5,"Arkansas",89119,2565,2010,"F","30-34"
5,"Arkansas",95601,4248,2010,"F","35-39"
5,"Arkansas",91605,3581,2010,"F","40-44"
5,"Arkansas",102548,1990,2010,"F","45-49"
5,"Arkansas",103419,1705,2010,"F","50-54"
5,"Arkansas",93455,3437,2010,"F","55-59"
5,"Arkansas",37494,2980,2010,"F","60-61"
5,"Arkansas",53660,3014,2010,"F","62-64"
5,"Arkansas",29571,2316,2010,"F","65-66"
5,"Arkansas",40240,2456,2010,"F","67-69"
5,"Arkansas",53902,2808,2010,"F","70-74"
5,"Arkansas",40804,2427,2010,"F","75-79"
5,"Arkansas",35809,2453,2010,"F","80-84"
5,"Arkansas",36288,2397,2010,"F","85+"
5,"Arkansas",2921606,NA,2010,NA,"total"
5,"Arkansas",102053,2708,2011,"M","00-04"
5,"Arkansas",102440,4148,2011,"M","05-09"
5,"Arkansas",102311,3969,2011,"M","10-14"
5,"Arkansas",60989,2121,2011,"M","15-17"
5,"Arkansas",41886,2461,2011,"M","18-19"
5,"Arkansas",26375,2895,2011,"M","20"
5,"Arkansas",22500,2506,2011,"M","21"
5,"Arkansas",53492,3624,2011,"M","22-24"
5,"Arkansas",96120,2371,2011,"M","25-29"
5,"Arkansas",95101,2771,2011,"M","30-34"
5,"Arkansas",92173,4854,2011,"M","35-39"
5,"Arkansas",90853,4715,2011,"M","40-44"
5,"Arkansas",99261,2033,2011,"M","45-49"
5,"Arkansas",99053,1945,2011,"M","50-54"
5,"Arkansas",90789,3313,2011,"M","55-59"
5,"Arkansas",36901,2765,2011,"M","60-61"
5,"Arkansas",48491,2927,2011,"M","62-64"
5,"Arkansas",24909,2317,2011,"M","65-66"
5,"Arkansas",37378,2353,2011,"M","67-69"
5,"Arkansas",50023,2371,2011,"M","70-74"
5,"Arkansas",35671,1905,2011,"M","75-79"
5,"Arkansas",21176,1726,2011,"M","80-84"
5,"Arkansas",17905,1834,2011,"M","85+"
5,"Arkansas",95613,2458,2011,"F","00-04"
5,"Arkansas",94453,3736,2011,"F","05-09"
5,"Arkansas",98733,3951,2011,"F","10-14"
5,"Arkansas",54594,1717,2011,"F","15-17"
5,"Arkansas",38787,2305,2011,"F","18-19"
5,"Arkansas",22940,2445,2011,"F","20"
5,"Arkansas",17848,2596,2011,"F","21"
5,"Arkansas",59538,3552,2011,"F","22-24"
5,"Arkansas",94215,2262,2011,"F","25-29"
5,"Arkansas",97078,2440,2011,"F","30-34"
5,"Arkansas",89532,4441,2011,"F","35-39"
5,"Arkansas",93163,4017,2011,"F","40-44"
5,"Arkansas",102067,2164,2011,"F","45-49"
5,"Arkansas",102051,1443,2011,"F","50-54"
5,"Arkansas",97511,3366,2011,"F","55-59"
5,"Arkansas",36978,2461,2011,"F","60-61"
5,"Arkansas",53465,3587,2011,"F","62-64"
5,"Arkansas",28202,1744,2011,"F","65-66"
5,"Arkansas",41586,2226,2011,"F","67-69"
5,"Arkansas",56839,2538,2011,"F","70-74"
5,"Arkansas",45445,2482,2011,"F","75-79"
5,"Arkansas",36244,2561,2011,"F","80-84"
5,"Arkansas",33247,2364,2011,"F","85+"
5,"Arkansas",2937979,NA,2011,NA,"total"
5,"Arkansas",99007,2389,2012,"M","00-04"
5,"Arkansas",105750,3996,2012,"M","05-09"
5,"Arkansas",103149,3972,2012,"M","10-14"
5,"Arkansas",59618,1819,2012,"M","15-17"
5,"Arkansas",41556,2641,2012,"M","18-19"
5,"Arkansas",22402,2473,2012,"M","20"
5,"Arkansas",23326,2786,2012,"M","21"
5,"Arkansas",59553,3443,2012,"M","22-24"
5,"Arkansas",94436,2234,2012,"M","25-29"
5,"Arkansas",94135,2413,2012,"M","30-34"
5,"Arkansas",91091,3567,2012,"M","35-39"
5,"Arkansas",91823,3939,2012,"M","40-44"
5,"Arkansas",94611,1508,2012,"M","45-49"
5,"Arkansas",100500,1811,2012,"M","50-54"
5,"Arkansas",91813,3469,2012,"M","55-59"
5,"Arkansas",35403,2301,2012,"M","60-61"
5,"Arkansas",47169,2973,2012,"M","62-64"
5,"Arkansas",32358,2239,2012,"M","65-66"
5,"Arkansas",34728,2516,2012,"M","67-69"
5,"Arkansas",51736,2777,2012,"M","70-74"
5,"Arkansas",35832,1962,2012,"M","75-79"
5,"Arkansas",23109,1560,2012,"M","80-84"
5,"Arkansas",16160,1509,2012,"M","85+"
5,"Arkansas",92649,2237,2012,"F","00-04"
5,"Arkansas",99763,4515,2012,"F","05-09"
5,"Arkansas",94845,4130,2012,"F","10-14"
5,"Arkansas",56848,1929,2012,"F","15-17"
5,"Arkansas",40105,2141,2012,"F","18-19"
5,"Arkansas",23594,2277,2012,"F","20"
5,"Arkansas",22324,2035,2012,"F","21"
5,"Arkansas",55260,2931,2012,"F","22-24"
5,"Arkansas",96970,2393,2012,"F","25-29"
5,"Arkansas",93872,1937,2012,"F","30-34"
5,"Arkansas",88880,3958,2012,"F","35-39"
5,"Arkansas",97131,3934,2012,"F","40-44"
5,"Arkansas",98276,2151,2012,"F","45-49"
5,"Arkansas",102469,1764,2012,"F","50-54"
5,"Arkansas",101878,3074,2012,"F","55-59"
5,"Arkansas",35213,2420,2012,"F","60-61"
5,"Arkansas",52605,2774,2012,"F","62-64"
5,"Arkansas",32762,2564,2012,"F","65-66"
5,"Arkansas",41061,2733,2012,"F","67-69"
5,"Arkansas",60241,2965,2012,"F","70-74"
5,"Arkansas",44581,2329,2012,"F","75-79"
5,"Arkansas",33521,2318,2012,"F","80-84"
5,"Arkansas",35018,2193,2012,"F","85+"
5,"Arkansas",2949131,NA,2012,NA,"total"
5,"Arkansas",100903,2408,2013,"M","00-04"
5,"Arkansas",109056,4000,2013,"M","05-09"
5,"Arkansas",100527,3601,2013,"M","10-14"
5,"Arkansas",60523,2402,2013,"M","15-17"
5,"Arkansas",42950,2787,2013,"M","18-19"
5,"Arkansas",21508,2401,2013,"M","20"
5,"Arkansas",23465,2521,2013,"M","21"
5,"Arkansas",59416,3845,2013,"M","22-24"
5,"Arkansas",96212,3347,2013,"M","25-29"
5,"Arkansas",97216,2726,2013,"M","30-34"
5,"Arkansas",86802,4757,2013,"M","35-39"
5,"Arkansas",93029,4251,2013,"M","40-44"
5,"Arkansas",93790,2134,2013,"M","45-49"
5,"Arkansas",98633,2371,2013,"M","50-54"
5,"Arkansas",94132,3689,2013,"M","55-59"
5,"Arkansas",35448,2803,2013,"M","60-61"
5,"Arkansas",47554,2912,2013,"M","62-64"
5,"Arkansas",33028,2575,2013,"M","65-66"
5,"Arkansas",38144,2360,2013,"M","67-69"
5,"Arkansas",50904,2565,2013,"M","70-74"
5,"Arkansas",36901,1953,2013,"M","75-79"
5,"Arkansas",23416,1901,2013,"M","80-84"
5,"Arkansas",17987,1487,2013,"M","85+"
5,"Arkansas",89299,1970,2013,"F","00-04"
5,"Arkansas",100994,4666,2013,"F","05-09"
5,"Arkansas",94715,3815,2013,"F","10-14"
5,"Arkansas",55605,2237,2013,"F","15-17"
5,"Arkansas",38054,2620,2013,"F","18-19"
5,"Arkansas",19885,2295,2013,"F","20"
5,"Arkansas",21607,2452,2013,"F","21"
5,"Arkansas",60363,3641,2013,"F","22-24"
5,"Arkansas",95417,2571,2013,"F","25-29"
5,"Arkansas",95008,2616,2013,"F","30-34"
5,"Arkansas",88563,4306,2013,"F","35-39"
5,"Arkansas",99195,4072,2013,"F","40-44"
5,"Arkansas",94890,1985,2013,"F","45-49"
5,"Arkansas",101450,1904,2013,"F","50-54"
5,"Arkansas",97388,3327,2013,"F","55-59"
5,"Arkansas",38860,3173,2013,"F","60-61"
5,"Arkansas",53374,2771,2013,"F","62-64"
5,"Arkansas",39034,2577,2013,"F","65-66"
5,"Arkansas",39131,2392,2013,"F","67-69"
5,"Arkansas",60606,2748,2013,"F","70-74"
5,"Arkansas",43977,2363,2013,"F","75-79"
5,"Arkansas",35724,1808,2013,"F","80-84"
5,"Arkansas",34690,1999,2013,"F","85+"
5,"Arkansas",2959373,NA,2013,NA,"total"
5,"Arkansas",98017,2243,2014,"M","00-04"
5,"Arkansas",102369,4401,2014,"M","05-09"
5,"Arkansas",98679,4090,2014,"M","10-14"
5,"Arkansas",62177,2949,2014,"M","15-17"
5,"Arkansas",43028,2447,2014,"M","18-19"
5,"Arkansas",22820,2486,2014,"M","20"
5,"Arkansas",23296,2547,2014,"M","21"
5,"Arkansas",59973,3605,2014,"M","22-24"
5,"Arkansas",94924,2568,2014,"M","25-29"
5,"Arkansas",94212,2818,2014,"M","30-34"
5,"Arkansas",91098,3663,2014,"M","35-39"
5,"Arkansas",93033,4048,2014,"M","40-44"
5,"Arkansas",89542,2197,2014,"M","45-49"
5,"Arkansas",98818,1679,2014,"M","50-54"
5,"Arkansas",92709,3241,2014,"M","55-59"
5,"Arkansas",35546,2526,2014,"M","60-61"
5,"Arkansas",50064,2972,2014,"M","62-64"
5,"Arkansas",31076,2279,2014,"M","65-66"
5,"Arkansas",42009,2162,2014,"M","67-69"
5,"Arkansas",52837,2616,2014,"M","70-74"
5,"Arkansas",38478,2070,2014,"M","75-79"
5,"Arkansas",24290,1837,2014,"M","80-84"
5,"Arkansas",17783,1697,2014,"M","85+"
5,"Arkansas",92379,2285,2014,"F","00-04"
5,"Arkansas",97140,4482,2014,"F","05-09"
5,"Arkansas",96309,4476,2014,"F","10-14"
5,"Arkansas",59070,2357,2014,"F","15-17"
5,"Arkansas",40180,2255,2014,"F","18-19"
5,"Arkansas",21868,2667,2014,"F","20"
5,"Arkansas",18062,2214,2014,"F","21"
5,"Arkansas",62588,3191,2014,"F","22-24"
5,"Arkansas",95162,2171,2014,"F","25-29"
5,"Arkansas",94011,2010,2014,"F","30-34"
5,"Arkansas",97498,4389,2014,"F","35-39"
5,"Arkansas",92938,3174,2014,"F","40-44"
5,"Arkansas",91589,2102,2014,"F","45-49"
5,"Arkansas",100964,1317,2014,"F","50-54"
5,"Arkansas",99644,3403,2014,"F","55-59"
5,"Arkansas",36876,2306,2014,"F","60-61"
5,"Arkansas",54774,2737,2014,"F","62-64"
5,"Arkansas",34915,2377,2014,"F","65-66"
5,"Arkansas",45939,2627,2014,"F","67-69"
5,"Arkansas",61987,2597,2014,"F","70-74"
5,"Arkansas",43944,2117,2014,"F","75-79"
5,"Arkansas",34041,2369,2014,"F","80-84"
5,"Arkansas",37713,1924,2014,"F","85+"
5,"Arkansas",2966369,NA,2014,NA,"total"
5,"Arkansas",94916,2432,2015,"M","00-04"
5,"Arkansas",105083,3440,2015,"M","05-09"
5,"Arkansas",100588,3316,2015,"M","10-14"
5,"Arkansas",63725,2495,2015,"M","15-17"
5,"Arkansas",45041,2631,2015,"M","18-19"
5,"Arkansas",18839,2411,2015,"M","20"
5,"Arkansas",20097,1904,2015,"M","21"
5,"Arkansas",60749,3244,2015,"M","22-24"
5,"Arkansas",95009,2440,2015,"M","25-29"
5,"Arkansas",95370,2589,2015,"M","30-34"
5,"Arkansas",92036,3430,2015,"M","35-39"
5,"Arkansas",90385,3604,2015,"M","40-44"
5,"Arkansas",91972,2385,2015,"M","45-49"
5,"Arkansas",98711,2067,2015,"M","50-54"
5,"Arkansas",94802,3351,2015,"M","55-59"
5,"Arkansas",34558,2350,2015,"M","60-61"
5,"Arkansas",49370,3027,2015,"M","62-64"
5,"Arkansas",30707,2281,2015,"M","65-66"
5,"Arkansas",44650,2524,2015,"M","67-69"
5,"Arkansas",55988,2887,2015,"M","70-74"
5,"Arkansas",36867,1926,2015,"M","75-79"
5,"Arkansas",22697,1697,2015,"M","80-84"
5,"Arkansas",21416,1578,2015,"M","85+"
5,"Arkansas",93788,2299,2015,"F","00-04"
5,"Arkansas",93971,3715,2015,"F","05-09"
5,"Arkansas",98877,4103,2015,"F","10-14"
5,"Arkansas",54996,1944,2015,"F","15-17"
5,"Arkansas",39233,2845,2015,"F","18-19"
5,"Arkansas",20117,2584,2015,"F","20"
5,"Arkansas",24042,2442,2015,"F","21"
5,"Arkansas",56323,3328,2015,"F","22-24"
5,"Arkansas",101710,3089,2015,"F","25-29"
5,"Arkansas",93302,2201,2015,"F","30-34"
5,"Arkansas",92722,3348,2015,"F","35-39"
5,"Arkansas",92356,3580,2015,"F","40-44"
5,"Arkansas",90392,2038,2015,"F","45-49"
5,"Arkansas",102507,1460,2015,"F","50-54"
5,"Arkansas",103344,4096,2015,"F","55-59"
5,"Arkansas",37317,2718,2015,"F","60-61"
5,"Arkansas",53842,2877,2015,"F","62-64"
5,"Arkansas",34607,2477,2015,"F","65-66"
5,"Arkansas",47741,2613,2015,"F","67-69"
5,"Arkansas",65721,2797,2015,"F","70-74"
5,"Arkansas",44074,2333,2015,"F","75-79"
5,"Arkansas",35444,2165,2015,"F","80-84"
5,"Arkansas",38202,2543,2015,"F","85+"
5,"Arkansas",2978204,NA,2015,NA,"total"
5,"Arkansas",100122,2367,2016,"M","00-04"
5,"Arkansas",102581,4827,2016,"M","05-09"
5,"Arkansas",101091,4727,2016,"M","10-14"
5,"Arkansas",60384,2418,2016,"M","15-17"
5,"Arkansas",48382,2642,2016,"M","18-19"
5,"Arkansas",24532,2422,2016,"M","20"
5,"Arkansas",20078,2552,2016,"M","21"
5,"Arkansas",57971,3366,2016,"M","22-24"
5,"Arkansas",95591,2362,2016,"M","25-29"
5,"Arkansas",93199,2327,2016,"M","30-34"
5,"Arkansas",91818,4026,2016,"M","35-39"
5,"Arkansas",89249,3800,2016,"M","40-44"
5,"Arkansas",92308,2299,2016,"M","45-49"
5,"Arkansas",93449,2313,2016,"M","50-54"
5,"Arkansas",93123,3352,2016,"M","55-59"
5,"Arkansas",35279,2710,2016,"M","60-61"
5,"Arkansas",54018,2634,2016,"M","62-64"
5,"Arkansas",30712,2443,2016,"M","65-66"
5,"Arkansas",47967,2567,2016,"M","67-69"
5,"Arkansas",53995,2490,2016,"M","70-74"
5,"Arkansas",38267,1867,2016,"M","75-79"
5,"Arkansas",26817,1766,2016,"M","80-84"
5,"Arkansas",17849,1742,2016,"M","85+"
5,"Arkansas",88594,2896,2016,"F","00-04"
5,"Arkansas",98710,4529,2016,"F","05-09"
5,"Arkansas",96242,4544,2016,"F","10-14"
5,"Arkansas",59636,2665,2016,"F","15-17"
5,"Arkansas",46649,2637,2016,"F","18-19"
5,"Arkansas",18671,1936,2016,"F","20"
5,"Arkansas",18105,2117,2016,"F","21"
5,"Arkansas",56052,3304,2016,"F","22-24"
5,"Arkansas",99061,2567,2016,"F","25-29"
5,"Arkansas",94727,2153,2016,"F","30-34"
5,"Arkansas",93489,3495,2016,"F","35-39"
5,"Arkansas",90410,3643,2016,"F","40-44"
5,"Arkansas",93749,1692,2016,"F","45-49"
5,"Arkansas",99529,2037,2016,"F","50-54"
5,"Arkansas",101990,3196,2016,"F","55-59"
5,"Arkansas",39124,2677,2016,"F","60-61"
5,"Arkansas",54705,2919,2016,"F","62-64"
5,"Arkansas",34457,2286,2016,"F","65-66"
5,"Arkansas",52569,2744,2016,"F","67-69"
5,"Arkansas",64588,2706,2016,"F","70-74"
5,"Arkansas",46969,2757,2016,"F","75-79"
5,"Arkansas",33387,1901,2016,"F","80-84"
5,"Arkansas",38053,2768,2016,"F","85+"
5,"Arkansas",2988248,NA,2016,NA,"total"
5,"Arkansas",96956,2561,2017,"M","00-04"
5,"Arkansas",99597,4394,2017,"M","05-09"
5,"Arkansas",104116,4476,2017,"M","10-14"
5,"Arkansas",65005,2352,2017,"M","15-17"
5,"Arkansas",43306,2685,2017,"M","18-19"
5,"Arkansas",22595,2983,2017,"M","20"
5,"Arkansas",22171,3277,2017,"M","21"
5,"Arkansas",57523,4118,2017,"M","22-24"
5,"Arkansas",101781,3178,2017,"M","25-29"
5,"Arkansas",93296,2726,2017,"M","30-34"
5,"Arkansas",94581,3763,2017,"M","35-39"
5,"Arkansas",88615,4521,2017,"M","40-44"
5,"Arkansas",92045,2582,2017,"M","45-49"
5,"Arkansas",94130,2059,2017,"M","50-54"
5,"Arkansas",93518,4051,2017,"M","55-59"
5,"Arkansas",35698,2839,2017,"M","60-61"
5,"Arkansas",53425,3558,2017,"M","62-64"
5,"Arkansas",34043,2750,2017,"M","65-66"
5,"Arkansas",45969,2667,2017,"M","67-69"
5,"Arkansas",57186,2672,2017,"M","70-74"
5,"Arkansas",43105,2083,2017,"M","75-79"
5,"Arkansas",23075,1858,2017,"M","80-84"
5,"Arkansas",17946,1687,2017,"M","85+"
5,"Arkansas",89684,2435,2017,"F","00-04"
5,"Arkansas",100333,4842,2017,"F","05-09"
5,"Arkansas",95544,4234,2017,"F","10-14"
5,"Arkansas",57198,2257,2017,"F","15-17"
5,"Arkansas",43916,2951,2017,"F","18-19"
5,"Arkansas",20290,2067,2017,"F","20"
5,"Arkansas",20372,2476,2017,"F","21"
5,"Arkansas",57275,3260,2017,"F","22-24"
5,"Arkansas",95699,2432,2017,"F","25-29"
5,"Arkansas",92010,2543,2017,"F","30-34"
5,"Arkansas",95719,4412,2017,"F","35-39"
5,"Arkansas",92081,3591,2017,"F","40-44"
5,"Arkansas",93014,2199,2017,"F","45-49"
5,"Arkansas",96698,1898,2017,"F","50-54"
5,"Arkansas",100854,3679,2017,"F","55-59"
5,"Arkansas",41119,2858,2017,"F","60-61"
5,"Arkansas",57091,3605,2017,"F","62-64"
5,"Arkansas",33923,2789,2017,"F","65-66"
5,"Arkansas",48779,2785,2017,"F","67-69"
5,"Arkansas",71695,3196,2017,"F","70-74"
5,"Arkansas",53442,2744,2017,"F","75-79"
5,"Arkansas",32113,2171,2017,"F","80-84"
5,"Arkansas",35748,2134,2017,"F","85+"
5,"Arkansas",3004279,NA,2017,NA,"total"
5,"Arkansas",96447,2414,2018,"M","00-04"
5,"Arkansas",97924,3812,2018,"M","05-09"
5,"Arkansas",103438,4046,2018,"M","10-14"
5,"Arkansas",59888,2233,2018,"M","15-17"
5,"Arkansas",44653,2810,2018,"M","18-19"
5,"Arkansas",26024,2773,2018,"M","20"
5,"Arkansas",21773,2866,2018,"M","21"
5,"Arkansas",56338,4612,2018,"M","22-24"
5,"Arkansas",101526,2861,2018,"M","25-29"
5,"Arkansas",93893,2451,2018,"M","30-34"
5,"Arkansas",93338,5127,2018,"M","35-39"
5,"Arkansas",88698,4294,2018,"M","40-44"
5,"Arkansas",89899,2663,2018,"M","45-49"
5,"Arkansas",91333,2425,2018,"M","50-54"
5,"Arkansas",95719,4039,2018,"M","55-59"
5,"Arkansas",39253,3012,2018,"M","60-61"
5,"Arkansas",50414,3130,2018,"M","62-64"
5,"Arkansas",30948,2188,2018,"M","65-66"
5,"Arkansas",43739,2766,2018,"M","67-69"
5,"Arkansas",63468,2970,2018,"M","70-74"
5,"Arkansas",43307,2594,2018,"M","75-79"
5,"Arkansas",24905,1973,2018,"M","80-84"
5,"Arkansas",19755,1746,2018,"M","85+"
5,"Arkansas",91645,2848,2018,"F","00-04"
5,"Arkansas",94599,4621,2018,"F","05-09"
5,"Arkansas",100064,4125,2018,"F","10-14"
5,"Arkansas",59955,2643,2018,"F","15-17"
5,"Arkansas",43525,3164,2018,"F","18-19"
5,"Arkansas",20772,2828,2018,"F","20"
5,"Arkansas",18775,2674,2018,"F","21"
5,"Arkansas",56066,3117,2018,"F","22-24"
5,"Arkansas",102191,2821,2018,"F","25-29"
